burst_mb,cpu_c,cpu_pct,gpu_c,mbps,t,tj_c
4,57.468,100.0,56.562,278.0937913070106,0.015094591999968543,57.468
4,57.218,100.0,56.5,183.01089926899155,0.04112591600005544,57.406
4,57.25,100.0,56.75,225.85090322581246,0.061113751999982924,57.25
4,57.281,100.0,56.343,214.8219803416922,0.08181729099987933,57.281
4,57.25,100.0,56.531,208.0676268997685,0.10784173499996541,57.25
4,57.187,100.0,56.812,195.1395625942777,0.13047522300030323,57.468
4,57.25,100.0,56.625,172.33612377891808,0.15988582299996779,57.25
4,57.281,100.0,56.375,236.51450480873172,0.1787701680000282,57.093
4,57.093,100.0,56.468,130.48183473821368,0.21219708700027695,57.093
4,57.281,100.0,56.312,181.59299983296026,0.23675742000023092,57.281
4,57.5,100.0,56.531,282.10958281986035,0.2527742180000132,57.187
4,57.187,100.0,56.437,299.9655071778969,0.2735791360000803,57.187
4,57.187,100.0,56.468,296.3893853085713,0.28885443800027133,57.187
4,57.375,91.7,56.625,249.07136487933627,0.3068923240002732,57.375
4,57.437,100.0,56.281,315.34282776609564,0.3213473440000598,57.437
4,57.406,100.0,56.281,306.777993012902,0.3361259900002551,57.406
4,57.218,100.0,56.437,235.84548865140957,0.3550704970002698,57.218
4,57.312,100.0,56.437,286.63553769500317,0.37091698499989434,57.312
4,57.468,100.0,56.25,176.1058405893938,0.39590398800010007,57.468
4,57.281,100.0,56.25,295.51197473126103,0.411385983999935,57.281
4,57.406,100.0,56.468,306.7356355024965,0.42631234700002096,57.25
4,57.25,100.0,56.312,312.65436842407365,0.4449893890000567,57.25
4,57.125,100.0,56.687,311.3420117242465,0.4597028500002125,57.125
4,57.187,100.0,56.531,315.2798702898918,0.4741747339999165,57.187
4,57.25,100.0,56.281,175.58516611234649,0.5003713430000971,57.25
4,57.25,100.0,56.781,261.67929028749916,0.5176236360002804,57.25
4,57.468,100.0,56.562,190.95770183412785,0.5407450440002322,57.468
4,57.187,100.0,56.312,219.68430918587399,0.5609895600000527,57.187
4,57.062,100.0,56.218,301.5687845848673,0.5760437670001011,57.062
4,57.25,100.0,56.312,233.17529263513558,0.5951583270002629,57.25
4,57.187,100.0,56.531,210.23427894479184,0.6163714180001989,57.187
4,57.218,100.0,56.281,230.9728052291671,0.6357557149999593,57.218
4,57.468,100.0,56.312,183.4057866316757,0.6598132799999803,57.468
4,57.25,100.0,56.375,275.5650513683124,0.6763094210000418,57.25
4,57.468,100.0,56.375,133.19075694027532,0.7119092729999466,57.468
4,57.437,100.0,56.437,283.4898080483948,0.7279828089999683,57.437
4,57.25,100.0,56.437,202.6535936717292,0.7522660770000584,57.25
4,57.718,100.0,56.562,177.42630869764525,0.7887244530002135,57.25
4,57.437,100.0,56.343,204.30315826161737,0.8158912690000761,57.437
4,57.25,100.0,56.5,157.00450233985921,0.843840191000254,57.25
4,57.406,100.0,56.281,170.6987977143476,0.8718812750003053,57.406
4,57.062,100.0,56.875,150.48765913067703,0.9069092690001526,57.062
4,57.593,100.0,56.406,151.20030425367113,0.9359251360001508,57.593
4,57.562,100.0,56.343,194.5983524084175,0.9598930990000554,57.562
4,57.437,100.0,56.218,285.4519549533968,0.975825413000166,57.437
4,57.218,100.0,56.718,185.23132364266934,0.9996073219999744,57.312
4,57.312,100.0,56.406,236.24934429519874,1.0185319239999444,57.312
4,57.25,100.0,56.562,222.0186639917309,1.0386820690000604,57.25
4,57.25,100.0,56.531,203.66789292384695,1.060570061999897,57.25
4,57.562,100.0,56.812,220.9203229622751,1.0812263030002214,57.562
4,57.25,100.0,56.437,255.3594349702404,1.0991501690000405,57.25
4,57.187,100.0,56.406,313.2641234544006,1.114000113000202,57.343
4,57.468,92.9,56.906,258.3136604660895,1.1358382799999163,57.25
4,57.156,88.9,56.406,298.38937617480144,1.1535358350001843,57.156
4,57.156,100.0,56.531,178.62128078816093,1.1782332610000594,57.343
4,57.562,100.0,56.531,254.88072762613848,1.1959302720001688,57.562
4,57.687,100.0,56.437,304.94791940901615,1.2109412130002966,57.687
4,57.25,100.0,56.718,217.68557219514193,1.2314145049999752,57.25
4,57.218,100.0,56.687,297.43191755848295,1.246705583000221,57.218
4,57.406,100.0,56.312,235.14437064965935,1.2657729739999013,57.406
4,57.25,100.0,56.25,247.51495353240972,1.2838731980000375,57.25
4,57.25,100.0,56.781,304.90036936364254,1.298879690999911,57.25
4,57.25,100.0,56.281,248.30411817639705,1.316975819000163,57.312
